0.001953	0.56966	1.33729
0.003906	0.56961	1.33728
0.005859	0.56961	1.33742
0.007813	0.56961	1.33729
0.009766	0.56951	1.33742
0.011719	0.56946	1.33743
0.013672	0.56936	1.33743
0.015625	0.56931	1.33743
0.017578	0.56931	1.33743
0.019531	0.56931	1.33757
0.021484	0.56931	1.33745
0.023438	0.56931	1.33757
0.025391	0.56941	1.33772
0.027344	0.56946	1.3376
0.029297	0.56946	1.33759
0.03125	0.56936	1.33745
0.033203	0.56931	1.33743
0.035156	0.56941	1.33729
0.037109	0.56936	1.33742
0.039063	0.56931	1.33743
0.041016	0.56931	1.33729
0.042969	0.56941	1.33742
0.044922	0.56946	1.33729
0.046875	0.56956	1.33714
0.048828	0.56961	1.33713
0.050781	0.56971	1.33713
0.052734	0.56976	1.33713
0.054688	0.56976	1.33713
0.056641	0.56976	1.33713
0.058594	0.56976	1.33699
0.060547	0.56976	1.33698
0.0625	0.56966	1.33698
0.064453	0.56951	1.33698
0.066406	0.56946	1.33698
0.068359	0.56946	1.33698
0.070313	0.56946	1.33698
0.072266	0.56956	1.33711
0.074219	0.56961	1.33713
0.076172	0.56961	1.33713
0.078125	0.56961	1.33713
0.080078	0.56961	1.3374
0.082031	0.56961	1.33743
0.083984	0.56961	1.33743
0.085938	0.56961	1.33729
0.087891	0.56971	1.33728
0.089844	0.56966	1.33714
0.091797	0.56961	1.33699
0.09375	0.56961	1.33698
0.095703	0.56961	1.33698
0.097656	0.56961	1.33698
0.099609	0.56951	1.33698
0.101563	0.56946	1.33698
0.103516	0.56946	1.33698
0.105469	0.56946	1.33698
0.107422	0.56946	1.33684
0.109375	0.56946	1.33696
0.111328	0.56946	1.33684
0.113281	0.56946	1.33682
0.115234	0.56946	1.33682
0.117188	0.56946	1.33682
0.119141	0.56956	1.33682
0.121094	0.56951	1.33682
0.123047	0.56956	1.33668
0.125	0.56961	1.33667
0.126953	0.56961	1.33681
0.128906	0.56971	1.33668
0.130859	0.56976	1.33667
0.132813	0.56976	1.33681
0.134766	0.56976	1.33682
0.136719	0.56976	1.33682
0.138672	0.56976	1.33668
0.140625	0.56976	1.33681
0.142578	0.56976	1.33696
0.144531	0.56976	1.33684
0.146484	0.56966	1.33682
0.148438	0.56961	1.33682
0.150391	0.56971	1.33682
0.152344	0.56976	1.33682
0.154297	0.56976	1.33682
0.15625	0.56976	1.33682
0.158203	0.56976	1.33682
0.160156	0.56976	1.33668
0.162109	0.56976	1.33667
0.164063	0.56976	1.33653
0.166016	0.56976	1.33652
0.167969	0.56966	1.33652
0.169922	0.56961	1.33652
0.171875	0.56961	1.33652
0.173828	0.56951	1.33652
0.175781	0.56946	1.33638
0.177734	0.56946	1.33636
0.179688	0.56936	1.3365
0.181641	0.56931	1.33638
0.183594	0.56931	1.33623
0.185547	0.56931	1.33621
0.1875	0.56931	1.33635
0.189453	0.56931	1.33636
0.191406	0.56931	1.33636
0.193359	0.56941	1.3365
0.195313	0.56946	1.33638
0.197266	0.56946	1.33623
0.199219	0.56946	1.33621
0.201172	0.56946	1.33621
0.203125	0.56956	1.33635
0.205078	0.56961	1.33636
0.207031	0.56961	1.3365
0.208984	0.56961	1.33652
0.210938	0.56961	1.33666
0.212891	0.56961	1.33681
0.214844	0.56971	1.33682
0.216797	0.56976	1.33696
0.21875	0.56966	1.33684
0.220703	0.56961	1.33682
0.222656	0.56971	1.33696
0.224609	0.56976	1.33684
0.226563	0.56976	1.33682
0.228516	0.56986	1.33696
0.230469	0.56992	1.33725
0.232422	0.56992	1.33742
0.234375	0.56992	1.33743
0.236328	0.56992	1.33743
0.238281	0.56992	1.33743
0.240234	0.56992	1.33743
0.242188	0.56992	1.33743
0.244141	0.56992	1.3373
0.246094	0.56992	1.33728
0.248047	0.56992	1.33742
0.25	0.56992	1.33743
0.251953	0.56982	1.33743
0.253906	0.56976	1.33757
0.255859	0.56976	1.33745
0.257813	0.56976	1.33757
0.259766	0.56976	1.33772
0.261719	0.56976	1.33774
0.263672	0.56976	1.33774
0.265625	0.56976	1.33774
0.267578	0.56976	1.33788
0.269531	0.56976	1.33803
0.271484	0.56976	1.33791
0.273438	0.56966	1.33803
0.275391	0.56971	1.33791
0.277344	0.56976	1.33803
0.279297	0.56976	1.33804
0.28125	0.56986	1.33804
0.283203	0.56992	1.33818
0.285156	0.56992	1.3382
0.287109	0.56992	1.33847
0.289063	0.56992	1.33836
0.291016	0.56992	1.33835
0.292969	0.56992	1.33835
0.294922	0.57002	1.33849
0.296875	0.56997	1.3385
0.298828	0.56992	1.33864
0.300781	0.56992	1.33879
0.302734	0.57002	1.33881
0.304688	0.57007	1.33881
0.306641	0.57007	1.33867
0.308594	0.57007	1.33865
0.310547	0.57007	1.33865
0.3125	0.57007	1.33838
0.314453	0.57007	1.33849
0.316406	0.57007	1.3385
0.318359	0.57007	1.33864
0.320313	0.57007	1.33879
0.322266	0.57017	1.33881
0.324219	0.57012	1.33867
0.326172	0.57007	1.33865
0.328125	0.57007	1.33879
0.330078	0.57007	1.33894
0.332031	0.57007	1.33896
0.333984	0.56997	1.33896
0.335938	0.56992	1.33896
0.337891	0.56992	1.3391
0.339844	0.56992	1.33911
0.341797	0.56992	1.33911
0.34375	0.56992	1.33897
0.345703	0.56992	1.33896
0.347656	0.56992	1.33896
0.349609	0.56992	1.3391
0.351563	0.56982	1.33911
0.353516	0.56976	1.33911
0.355469	0.56976	1.33911
0.357422	0.56976	1.33897
0.359375	0.56986	1.33882
0.361328	0.56992	1.33894
0.363281	0.56992	1.33882
0.365234	0.56992	1.33894
0.367188	0.57002	1.33896
0.369141	0.57007	1.33882
0.371094	0.57007	1.33894
0.373047	0.57007	1.33896
0.375	0.57007	1.3391
0.376953	0.57007	1.33897
0.378906	0.57007	1.33896
0.380859	0.57007	1.33882
0.382813	0.57017	1.33867
0.384766	0.57022	1.33865
0.386719	0.57022	1.33865
0.388672	0.57032	1.33865
0.390625	0.57027	1.33879
0.392578	0.57022	1.33867
0.394531	0.57022	1.33865
0.396484	0.57022	1.33865
0.398438	0.57022	1.33879
0.400391	0.57022	1.33867
0.402344	0.57022	1.33865
0.404297	0.57022	1.33865
0.40625	0.57032	1.33865
0.408203	0.57027	1.33865
0.410156	0.57032	1.33865
0.412109	0.57037	1.33852
